,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,Proceeds from Issuance of Long Term Debt,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
  Change In Other Working Capital,-0.0016093916009588182,-0.004165043923573029,0.005869901013776303,-0.006392679728501768,0.036998811926447314,0.06939586618570551,0.15671377180160398,0.10140768803670581,-0.007942920296653833,0.006631040139783209,0.03486935805864447,0.004679502834791531,-0.0019765401886813914,-0.002797257838333692,0.02800147736493046,0.012242719579152843,0.0017280331522454627,-0.0066050560316630825,-0.007255703140604276,0.03388579711359881,0.04471010207140511,0.07386724502344767,0.027727833191090838,0.09429958440828372,0.03752596922812969,0.03721606842658558,0.042935472890104937,0.05499251892117726,0.10988210541611386,0.10543526303093646,0.048823360085543596,0.0649754362708565,0.1095531510662987,0.058648723796808876,0.03026826423278015,0.0955612825769931,0.027539821114653563,0.06147066918504981,0.16192449805071404,0.11874598018014858,0.05473679466117528,0.01155178433352771,-0.0006880354192648416,0.02852479986137793,0.03971402001782727,0.04312759961842857,0.0033645825965813343,0.12489697143777638,0.0029152276574509438,0.1374628270317681,0.01654602267876446,0.013911595862320138,0.035112465562589734,0.030528806851824047,0.03590265062107057,0.0426117919461491,0.01441932271385738,0.11483807191534919,0.009873070437018324,0.07164142680817503,0.15081464704636083,0.011075333773744464,0.047226032529895635,0.12330924157026661
Change In Working Capital,0.023082610822584622,0.02002101837376386,0.011914546844942548,0.005265392239752861,0.030001135414616433,0.056228759066240704,0.06394874790905176,0.050342964698352845,-0.013355751514135114,0.018949252210618814,0.014665194510822656,0.017407674938528843,0.016592905970544455,0.005050661658251697,0.03758584688382502,0.013598358042129544,0.0019070338452647204,0.005692420529090797,-0.00023243842106146712,0.037133267355691495,0.02472949405030299,0.02373075150849867,0.013408948674668277,0.0714325301837032,0.034535703758826586,0.05492587197372857,0.043145136371188574,0.04300339835172231,0.09044633876784369,0.08120476753320259,0.15363090940036517,0.07453074327959226,0.10931525785973072,0.0414256872950219,0.036446431642780414,0.10311766771436387,0.04487540306757254,0.06859533326049609,0.11871210309609531,0.024839831519972794,-0.0014673163913619402,0.020759076269602748,0.02092679376064868,0.02979649300435784,0.046072271377166414,0.04280539789580566,0.007581341556655433,0.06826998818209172,0.03163270907612507,0.09147156751905947,0.03639842786193233,0.027992864835642152,0.03382624594036755,0.04103341687924291,0.03570792366607854,0.04216118461519375,0.016595345581272035,0.048440427053577616,0.019611635673939292,0.05945180439440936,0.09302725384910934,0.017636872427776208,0.05944296450119923,0.07993521496530535
Deferred Tax,-0.007445085015564108,-0.012461357711089985,0.04988015012275087,0.023347818830707825,0.09959759398156007,0.009947547107040506,0.022155608379260363,0.032949719309375444,0.07051423115706075,0.07811731490939895,0.02694964528748367,-0.010425092292002489,-0.011994103433254463,-0.009753725074579223,-0.003713451539188775,0.022958628111787213,0.010470107423375733,0.02844797418397827,0.018478090405446936,-0.01697030902701009,-0.005910629550253527,0.022335554419408658,0.009432803096022426,0.02746810400900211,-0.02431646391222486,0.006422759708142887,0.014738376091849938,-0.025694374933281743,0.0559231145781416,0.0040048922346551385,0.004597834973696389,0.11244398488594501,0.023771409691079822,0.01870778284403983,0.005099959542961567,9.346785055749105e-05,-0.010201053944326292,0.10386970641459141,0.023870520604557403,0.0610578770666004,0.06155718305181586,0.04902849287470225,0.03797883461150383,-0.014016090444975687,0.0702177469878023,0.05777239293267715,-0.014867708304526373,0.08507550307216341,-0.0030168371114854303,0.034291885618290247,0.07414311176070619,0.07375683027394178,0.05501152095719271,0.05825333853216598,-0.0023000951532604883,0.04079680378081898,0.004947858091419132,0.04705653400233219,-0.009012182672302813,-0.03771143742757717,-0.004892320722859051,-0.011492012111108636,0.016680047455266092,-0.004931257887125139
Stock Based Compensation,-5.466530112590391e-05,-0.0028727171994434282,0.000876676901856218,0.004574714740477798,0.023892681118614232,0.015086405509858618,-0.018298931540635225,-0.0033945695224376353,-0.014533877604384567,-0.008706461256443854,-0.027118032953768325,-0.024912284967279333,-0.0016149405672730406,-0.005883343679694895,-0.031190306830811754,0.0765321417870976,0.08569469543759173,0.09121327019403093,0.09294563319108888,0.02216096500661356,0.04210845953969219,0.03190824611082136,0.07113062091576643,0.15983401371126774,-0.027110510411492865,0.07638794513098861,0.08421762726072017,0.013857632760087071,0.0015831217398890231,0.016576658655106505,-0.00480682539285416,-0.009476655938915307,-0.008537333428650032,-0.015571779899210816,0.11643013843620523,0.06890828458824234,0.06581637953521484,0.0017033690126487342,0.0324198005002285,-0.014765089535219704,-0.0017998273405929223,0.026647134859803343,0.013553741211421593,-0.014779255165905957,0.00771536009537163,0.02548976983997829,0.09773976668788716,0.018927490095565942,0.047876464270335095,-0.029591041110557444,-0.0002757698705975996,0.006383070281901422,-0.01105520335621083,-0.005227641219254148,-0.01346621357071974,0.030012765915343978,0.04383341453278018,-0.01667098059804749,0.004029131744871076,0.03336854407435343,-0.009345937089672405,0.09181037604975577,0.0255242234368835,-0.039969786818118705
Asset Impairment Charge,-0.007421828059912499,-0.0005941916488544563,0.014682110933612649,0.0016723405859588127,0.021854220300182033,0.020875805674914375,0.014874040046283784,0.021123619114618894,0.04720983517110195,0.025009279747005994,-0.016621354881461048,-0.009701288937812812,-0.029543156047619243,-0.007358263487310531,-0.028266284401356992,0.09496283360343795,0.10428654545211177,0.15342184584376917,0.0911632591331261,0.0604819278762445,0.04910267472642051,-0.014499216706663924,0.07149168801038819,0.09116306277553399,-0.008364578143102503,0.08297203237951109,0.09348808035561351,0.06625535069597852,0.05635507603332144,0.023305452439402803,0.02503066225195153,0.048002160968456054,-0.022198814965372664,-0.019440207498100385,0.15778536242993257,0.08507628337780308,0.09207441636519739,0.08501836003811697,0.03215901048372013,0.0008329564032232353,0.012760221459628534,0.022904847508542853,0.024650741032002772,-0.006407382228031597,0.005211733982296974,-0.0006435025640461629,0.10535429701820553,0.03867589655701806,0.022951303238075937,-0.03071647559529806,-0.01990571312252024,0.0035262250124461483,0.06533050496528119,0.05568321721229015,0.016094119198424146,0.08959082949262837,0.01281993291650687,-0.02826944280647931,0.007070851432747636,0.048596790228274664,0.003569158595904645,0.0892552284596638,0.030904357458004766,0.014400497348588032
Cash from Discontinued Operating Activities,0.08840570213493273,0.10697782801649217,0.17732189206362667,0.02288113510146044,0.028937199191302672,0.1435653112608928,0.08676799179824243,-0.017401556080763738,0.009746337560215947,-0.0031240496245358044,0.04429372384414201,0.08840570213493273,0.10697782801649217,0.1511171633110278,-0.007163268181138854,0.09370405145116384,0.09935661978457437,0.09578477505803126,0.09307234315878178,0.004171470509485206,0.045847850985426736,-0.023689788932141544,0.0502422819996726,0.09849982359435983,0.0037747394087350892,0.11165670487596445,0.04836216154254256,0.05412537327165697,0.07810807235038933,0.009384033744365756,0.08031866557456209,-0.028004054386952713,-0.020496313158853197,-0.018304896911999706,0.17676316961872293,0.07600520352507936,0.09588210927409573,0.03440181096945862,0.0863848748317367,0.13040892239290383,0.12033823838130124,0.016689588529196817,0.030290378827766813,-0.009784929174828646,-0.03381990570027786,-0.024301249424029708,0.07186656062684733,-0.013414064893674058,-0.008395632515776586,0.07514227012875002,0.11937940621961664,0.10944243994399902,-0.024473590696612445,-0.0005603770008894182,-0.011739725500031405,0.05965429046605038,0.03679385581405553,0.06100893381290884,0.08589089957286797,0.03573181301588561,-0.0076861844240378105,0.19901393463568384,0.07932966986675229,0.06059575606100619
Cash Flow from Others,0.27054368487910446,0.1221422187966336,0.15069892343507313,0.053418112717505545,0.01813350522631177,0.09080204818464578,0.1165619756722094,0.013078824408765306,0.03412829778914959,0.02259011999919908,0.16434398588267057,0.287363671719852,0.10804860453539401,0.10547871842453606,0.06859289878919869,0.013357723113511348,0.007598511366820989,0.012717210013119947,0.020205377010979585,0.02510760969177609,0.07563546773729692,0.11990796546971204,0.0721968093201207,0.09719654725143018,0.08560174591982303,0.09449542835916476,0.008007472678024716,-0.0027621367288089686,0.045255085158050136,0.05010026261536095,0.03692427764863786,0.022548107192541744,0.11165146237452987,0.06702351384696179,0.037454893728860086,0.08018014856223858,0.03576828262871758,-0.020102757354083112,0.28661100213226814,0.29439441732937444,0.09774312776782011,0.034329981807026955,0.0380608431487837,-0.0029659205091810887,0.030018975278349982,0.034418041852658204,-0.026511219172819848,0.01622770977341452,0.030780663745736667,0.2861215713055741,0.26141916517502684,0.09055583722102453,0.0331904171091101,0.03759233685550461,0.03624187460879815,0.03754935539988899,0.12991284718793114,0.24045502765183163,0.0755353380452941,0.13024098717566251,-0.0029221991830048182,0.0011587744436715812,0.08902942792837046,0.1074537743449846
Cash Flow from Operations,0.5160906432712089,0.3012469428541502,0.29833261352652873,0.1245975799453217,0.04351191456286456,0.2782462038668977,0.3217671025438288,0.024952172338047245,0.09810883146055642,0.013878263182646781,0.26835542898324655,0.5465817781341014,0.30104715042847396,0.3027528970661885,0.044701356567516816,0.024319292774979573,0.03322154242067869,0.03315777685947745,0.044638297347011906,0.060853364438886955,-0.005264178283715915,0.11393795670491544,0.014661722148211122,0.10732158681909582,0.021400992662271273,0.11074610617140752,0.052809362856427226,0.022558585522247977,0.0457069656617276,0.0463866791771983,0.1409909617417117,0.020862960795993,0.023399704582144246,0.10646894289184139,0.07208310760466892,0.01501912028938852,0.07043012238300615,-0.005779016606513367,0.5749288327983425,0.258279170984727,0.24920764516682847,0.0321962098392532,0.04134424413756484,0.016966387295012243,0.11277615991167024,0.056624960876794264,0.07128147299846778,0.04734089146483884,0.03918226623913236,0.09852866675598286,0.2681117998157486,0.2657935739780873,0.040285251389232966,0.03995606486673751,0.018384428613038267,0.030329726377258694,0.12235420891595876,0.10620724392185468,0.0959490134309577,0.06793985032030343,0.02613695678581247,0.01461481158597371,0.06844167678582753,0.12447897535269828
"Purchase Of Property, Plant, Equipment",0.08376517105320086,0.08533595873616899,0.09630569646942369,0.07998665051990059,0.07788463502972214,0.09238697246763919,0.13185478741984188,0.10161672265716269,0.09693189375876451,0.07646477023165786,0.11771300602560468,0.09054636504115639,0.08696041890984134,0.09317735049191711,0.10964508503920871,0.10251494577074378,0.09911752628691751,0.0979926480257288,0.10717821224091194,0.11035371095896927,0.081482058407245,0.10538000873667855,0.0720538561239422,0.13142199595719947,0.09474609389584471,0.10436391371731146,0.11730055240753452,0.10256398361664328,0.14175444597054954,0.09592056691695972,0.1080492712192727,0.09338235789247018,0.0854671584096181,0.08657257986979425,0.0736448081898261,0.06305981775161655,0.06357390748314559,0.0663970904448357,0.14467240993365002,0.07776886361580573,0.07742184591810268,0.3645793687953144,0.5773613162334083,0.33465892224258836,0.20554959481141305,0.19337238143593785,0.16641000133074205,0.20479834871497601,0.17976684624425004,0.11595490142563573,0.09323299756625975,0.09500774514554784,0.12840078077065487,0.12583487787761838,0.101761946432948,0.109445343052821,0.08930005488208373,0.06413243725743822,0.13033031158269268,0.06811451994604717,0.0738859491937322,0.10566652836552819,0.11521533376778169,0.12121656760915006
"Sale Of Property, Plant, Equipment",-0.0413991560328603,-0.034700374088815586,0.07101513122414381,-0.00863710308776565,0.05214615403574591,0.019941879770910706,0.05313314332690039,-0.021470040122233067,0.09750909610245892,-0.04776146956418967,0.0288845784901621,-0.03681708325317606,-0.0354095752614936,-0.032731669330205854,-0.04020052779621309,0.023612715090033938,0.0127029875306407,0.015088710145713079,0.024270688795370504,0.04951806607602108,0.036679739972111026,0.021885136446915802,0.03261415138944493,0.03618509364699364,0.021495039593903087,0.04608907736674425,0.04834344213061823,0.02808762738392742,0.0496696077958417,0.013023498403012056,-0.01991299163312069,0.059299259232973835,0.02460499375566013,0.024064084667694864,-0.0019016808578727678,-0.002920153575412499,-0.0016929735241698893,0.026468676726467147,0.06163315752788239,0.0422852853138011,0.0401736187235289,0.37206671510018824,0.5281986183700307,0.530798428104295,0.09449752407024323,0.07066317526822823,0.08841190622863022,0.09838257467317257,0.06921322697176442,-0.018377773163920412,0.06171931903091759,0.05944549049734893,0.01830286467124834,0.0009915459905842842,-0.03024794527146922,0.04927999090633714,-0.03301766240559091,0.01714259511575429,-0.026180655595102895,-0.07386337522928829,0.004199784347241759,0.02773666713203855,0.045476181287979894,-0.048911926423325994
Purchase Of Business,0.14138042906869722,0.14749361922571827,0.12633130039592053,0.2408299388372142,0.007269000682576935,0.06343921999835576,0.07412236062980757,0.06259986744750214,0.06824164232853672,0.1682520756257958,-0.027566509747289705,0.13833074582478871,0.1191395407799874,0.15828250996617266,0.15838033506290058,-0.005454673008210249,-0.03711376214826138,-0.03259960184255742,-0.007369173301247745,0.05129243541967073,0.06234072129667379,-0.033780327917568166,0.02818828720615444,-0.04509602366177447,0.009254811427797308,0.011253842203041617,-0.008000225998610448,-0.022744969573215396,0.0293033518696799,0.1091493979249416,0.15618772992600177,0.142889956962466,-0.036651282811234,-0.040155865983303285,-0.012311491085993654,-0.02318426725824986,-0.015467765803167468,0.04420502319565838,0.09362147900206813,0.05572879057463768,0.0606767393955959,0.1457643979039462,0.18080864386907575,0.0639658377497395,0.4282620743671027,0.6703169788123993,0.06300635016562738,0.14569966015719918,0.2984921379015646,0.139024701474168,0.05153217335250553,0.06652466132891931,0.19987376676041307,0.21894192577584554,0.17985678143126782,0.026070858625211475,0.16890590260853605,0.15048313841452665,0.16250128390985646,0.14578852811175924,0.06251047056974016,0.000599820577212009,0.05873684789467899,0.13793698056012746
Sale Of Business,0.022156429941398742,-0.0039062912636275895,0.013757076243552513,0.1254211205733882,0.05277257916240059,0.005134488788716569,0.058932461895857026,0.0505870368291229,0.09742176353533265,0.07089237974187967,0.022384330633021,0.01481943944937519,-0.004706020014139477,0.03349507198084645,0.046764417903694754,0.12384438601370418,0.07855429951217535,0.07893735530769322,0.13287242039994224,0.0549005309719499,0.02820661949190159,0.012184133249821665,0.035099823214440606,0.03664405825276153,-0.015997753714891823,0.05876443461279733,0.039287297069763825,-0.02315184142764694,0.03458379881873963,0.05278398047181966,0.06603619446813747,0.030956000729151067,0.03393016667495522,0.03362138908209213,0.1640534486161276,0.1632018046625868,0.16061746386587317,0.045779132001103166,0.06176706865725481,0.08198702362441011,0.09689041755832883,0.1002889740312069,0.13190147803027427,0.1090279537749797,0.5397744414411755,0.1323787740754947,0.2789672298633523,0.2140869274041392,0.2004964173902572,0.11487915433159179,0.10000015449406142,0.11462745871567306,0.061842850419251354,0.07127855403474365,0.0818724517012395,0.05178365357225405,0.07673875047126776,0.09111943348585311,0.16487506966314722,0.14531370362418525,0.018168161321739207,0.1416111677126391,0.060706263262350714,0.07459528745894113
Purchase Of Investment,0.1858834562071889,0.19984593140379295,0.13888787466768046,0.1489761126407823,0.04974083859635293,0.026192147368613753,0.10030234410269494,0.11026830302051942,0.16536294150758582,0.21486367738752116,0.025659210494812113,0.18453337655589183,0.1992355109992682,0.18695046738705606,0.2129491364776127,0.06862426406531866,0.05438290450496134,0.0731942581268297,0.0695023907776322,0.07642435148601727,0.08403922439191912,0.11416814241819419,0.11081677564567027,0.11741581827692987,0.06304957637889044,0.06929478755299198,0.12243821707710413,0.04288876181941109,0.11644648848397172,0.10572326373811805,0.2994470804888251,0.2638915334536997,0.06303118649251216,0.0874225497454581,0.05578943788540819,0.05118754678711322,0.07139826465013517,0.025453362908790782,0.05943512686639515,0.1868951946824279,0.15124853755673223,0.18204715256625809,0.28607388305680986,0.03914302783472801,0.38398865096182394,0.49646970842835436,0.2800823310268902,0.8811169133548886,0.44807797232048524,0.2385640887261142,0.12081863775421561,0.08895672029061176,0.19877636842304106,0.1888092280856502,0.1336284551659421,0.07172663662261027,0.22316669414176804,0.28942433334896106,0.17020892478917615,0.17909335991246828,0.06628645045531638,0.06881520315848631,0.06799728476977232,0.17457974913034988
