,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Interest Received, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Taxes Paid, Direct","Interest Paid, Direct","Other Cash Payments from Operating Activities, Direct",Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Exploration and Mine Development Costs,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Purchase of Other Non-Current Assets,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment",Purchase of Mineral Properties/Rights/Interests,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Proceeds from Issuance of Common Stock,Issuance of/Repayments for Lease Financing,Issue and Financing Costs,Share Issuance Costs,Other Financing Cash Flow,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period"
Month End Stock Price.1,0.005323608175213344,0.010843445500085118,0.008280434090684265,0.005313017716958116,0.011444809051531774,0.018104760349975074,0.04480070386559412,0.02308682482725466,0.027032088441368333,0.017106785761263094,0.01709307542707557,0.027900858293464025,0.0016103995745308606,0.01803443123296864,0.02880944345163188,0.02149303645590814,0.030943967739580056,0.029090391444595375,0.0164563558256663,0.03452825195785544,0.010494456754780336,0.0029366365676871146,0.01443981724978079,0.13291590891507962,0.14386392458967256,0.03354633275595391,0.03694314643907633,0.022560677894684977,0.03262999958332592,0.026498584010232605,0.028997838689749277,0.0312774387263788,0.04018574231728839,0.02214748025841685,0.04073310586192071
Net Cash per Share,0.15118074498783107,0.15745240305852118,0.1885826152742348,0.12080225178908441,0.15721622200342397,0.1197019909678525,0.15964078591971598,0.07055695789750788,0.2182670742900113,0.20815889027847337,0.17971359203818488,0.13441117324404586,0.13678868997527027,0.1506115707843821,0.09120459306625725,0.17892369765192262,0.1476424061271721,0.12008316423515678,0.086375945622212,0.10335508704746087,0.11881267486883232,0.19379832751404397,0.08682443391920476,0.15556791757356395,0.1806778379854512,0.12961855888768328,0.12329790366095696,0.22776751103331924,0.2290448375031509,0.0892306170342351,0.10223419028556949,0.11120763262822302,0.13423718677144017,0.2524257991927937,0.12383992169326036
Net Current Asset Value,0.010751176876112581,0.056962731895193214,0.070375788941188,0.07482268798173417,0.032230014919473235,0.06301885373220484,0.09947413691349044,0.044130026638368715,0.09057136635106011,0.14370115863361022,0.05343657447551174,0.09337318007786993,0.09590041356432422,0.12046635922496864,0.13783604087517434,0.117777711893317,0.14174247752452387,0.17697742788691925,0.07219371011223152,0.08392346766376123,0.0757598642952034,0.062665080160204,0.0780618059932479,0.13778173590595122,0.086769419909287,0.06746813503225291,0.07721549159919427,0.07969351410803172,0.06418352952543703,0.13334387525382901,0.12404417572527232,0.0663670752240399,0.07622008265508595,0.10667380732012562,0.07089088463689568
Net-Net Working Capital,0.07532835381046239,0.11271137844283043,0.12088094168361212,0.11422922120509807,0.0870939065193836,0.09663638470925379,0.15199779898006627,0.08391919186962339,0.13557256394264583,0.13571787600219112,0.11307676814537224,0.12102245450518267,0.1433799015003562,0.13710263826525237,0.10639421431278209,0.10828401535715507,0.10183536190745056,0.11860158177575285,0.07718364820377012,0.09106219854595399,0.11557618292967402,0.11754230926763273,0.1277611782147627,0.14116597984294646,0.12354486008941809,0.12503449111718656,0.1395131520335208,0.12093571963263666,0.14434163948261172,0.09640937230777807,0.09077785467613092,0.1065786096403135,0.11176178871998592,0.16490862436983772,0.11973235955115136
Intrinsic Value: Projected FCF,0.013732555502831513,0.017941405871279247,0.0023189265105395154,0.00986090261375033,0.003669115074709586,0.017808218469211587,0.033438388058118246,0.008378227171026768,0.023505950182580056,0.018945024433069085,0.015509384414253232,0.030784299029654735,0.006730517571028849,0.03103842292898251,0.024979994667759485,-0.0018159297011364319,0.03943832630722918,0.031610432217666296,0.01614106568981551,0.039960915070842117,0.032029747185358795,0.005338554884125264,0.012477983026256032,0.014321814486333292,0.013902491164883308,0.03346580200357177,0.04665151863984705,0.017359956058932587,0.030343160127921227,0.0297893914628453,0.029326974412623052,0.03266584538746635,0.013021372270309797,0.0002475066480501576,0.01677395484676795
Median PS Value,-0.01636740101438233,-0.02755384269612855,-0.03223675745831556,-0.02784339618440118,-0.02815396340634308,0.013112299576108613,0.015138173316465307,-0.0040287741993483795,-0.008162986950107268,-0.0077172368824410115,-0.022498438096922778,0.009136827601158703,0.003858069812540282,0.0335237920154162,0.02412012911710024,-0.017811103762723712,-0.0031032935954621046,-0.005512009518010449,-0.014897727093349316,0.013592095737477133,-0.014704554017833589,-0.0286039066912954,-0.0213100343728197,0.0023771890444354562,0.003905963208686139,0.028619570181854244,0.005971317803402357,0.0260868751949999,0.0033016945071799686,0.03388632599670912,0.03263981453510105,0.0288259544025723,0.0173440703536264,0.013320126270772809,-0.007993446898556932
Peter Lynch Fair Value,-0.0018901056279163032,0.0012950048624294679,0.011602369460535018,0.01165263210355094,0.010854729698937696,-0.0014444566028983122,0.027367251378854658,0.00710356718357674,0.03218653436690846,0.017255228019562946,-0.003670810561151438,0.002009774413089317,-0.0016917522268129121,0.022476399639370263,-0.0035339721001541886,0.018093922943504204,0.01694055774879432,0.0063196355251070365,-0.0009685392552470523,0.0025889186521111255,0.013218452748135887,-0.00021085791533867557,0.0102614613274972,0.005055576707638882,0.0029806115895826503,0.01588688179948485,0.010885210279020063,0.010693854868298849,0.022340515136439195,0.008143041310373885,0.007071234363638272,0.011743115422684039,0.013190974262564959,0.016075955777250912,0.0002639173786187195
Graham Number,-0.022671388938603022,-0.02058811835995486,-0.01139729491305795,-0.0005523177778126258,-0.020982927657495275,-0.026003690876556143,0.0015524305502829395,-0.022185381278035706,-0.010043884817668845,-0.0135270482495685,-0.022356395294931067,0.005318698378462647,0.002913433071429772,0.018338667983293852,-0.0048182009513660995,-0.02487374408944154,0.00045351640658028436,0.007055368487191249,-0.009492400439356938,0.020077563104323078,-0.0068402516514270584,-0.02479081891662084,-0.021520303778486547,0.006529047636764881,-0.00285389555742649,0.0014661097601272825,0.01035060697502354,0.031660083959719205,0.005071572908515032,0.022568326927631017,0.013339878440292947,0.012387482685397425,-0.002827807685974205,0.014898007158973414,0.012264590850578405
Earnings Power Value (EPV),0.035606632170469804,0.03117133782020505,0.058661356361468554,0.05100964368926422,0.037584794035075864,0.03569701884415386,0.06839364285288065,0.07900094990207074,0.05987487213365157,0.04487683794970846,0.037705850563211775,0.0518670767809638,0.05087328628833868,0.07415770327590536,0.0685967367627424,0.06603262469950227,0.057665939405311416,0.05577400509018056,0.051307028914346166,0.07766279129999697,0.05907860561243,0.040073295803819964,0.051853769319933886,0.029140191541562395,0.02948178169529251,0.05266319137434092,0.06225802965357575,0.048443472468065706,0.07031323499975554,0.07820895489356218,0.07679252521101204,0.08025834376225792,0.06319874229100836,0.06763751487215733,0.04906938460301327
Altman Z-Score,-0.018196289619293884,-0.023069706103560128,-0.047271281282569834,-0.033319182926304626,-0.02695043130543435,-0.017449862848313784,0.011973740410682231,-0.01753371893311694,-0.01365732057370413,-0.01880455278522787,-0.019327480872626597,0.00929442085503519,-0.0037090486412062044,0.014031717224845312,0.010229042742061458,-0.01782657960834135,0.0034786996110120977,0.0030251906212874057,-0.021803996470338923,0.0014402319324339804,-0.016051495649505827,-0.01877244689135764,-0.01615615784247277,0.019726480227332917,0.0019597634022766788,0.021537147650653322,0.012127722914423569,0.01211361044231455,0.030789155730441952,0.025348925778388803,0.02490693297186489,0.03030222152324534,0.00956973532416356,0.005333705674736122,-0.001171099332385273
Piotroski F-Score,-0.0555683855014056,-0.05780376648984759,-0.046848182019991906,-0.04934205998272611,-0.050528060259855435,-0.049468512114062564,-0.05302990617837387,-0.03378034942060937,-0.05454192834825401,-0.03409674101873073,-0.043852462656130076,-0.05060243270051256,-0.04490232817615561,-0.04857290390198023,-0.02660604880940927,-0.020422463531035308,-0.0540182428611528,-0.05235802600875742,-0.05568781167978792,-0.04359627704756941,-0.054720361717227294,-0.045106862420718506,-0.029780267498748524,-0.05357824280385158,-0.05307499065177873,-0.03720220196271517,-0.028066580489831648,-0.031460825277531246,-0.03810866673021414,-0.023307543164755164,-0.01831501818663485,-0.02840935409470219,-0.03431195227724592,-0.05254297248304524,-0.036143413353273944
Beneish M-Score,0.031369993846554096,0.047733917615382926,0.10471305520909098,0.11467931335652948,0.050932152410915345,0.05614922221901056,0.1024726647065454,0.10256309153699314,0.094287375876817,0.10022403099833307,0.07198296685193564,0.09019235150408035,0.13728811935191995,0.14173302065155183,0.10920845386750615,0.08445404176641957,0.1030975372260411,0.0744684573046072,0.07035880665413159,0.0806196362486782,0.10132887974715965,0.08754422912518281,0.088865739525248,0.07643517711530332,0.06216436518672523,0.08941229626282901,0.13359727295007254,0.11107478966440482,0.14054277903363974,0.1416872350670896,0.1103766945827199,0.14192557569433245,0.08734712544432394,0.16089988919986095,0.0689360067411823
Scaled Net Operating Assets,0.10554408182172367,0.14448089089238814,0.0749316385281012,-0.0018113895787536815,0.08855701694512098,0.0723833134024492,0.06665812618500776,0.011443134497017896,0.10104591575405901,0.1089171014203587,0.0916973119617029,0.11430231020859066,0.1454849193650298,0.10451270087973721,0.04632816151904939,0.0585419371575904,0.18244118658772404,0.11806653742761024,0.08090289059702518,0.08779357611770872,0.09585268764671381,0.09265331644547285,0.10055872263795662,0.11159037968531486,0.05959292993185017,0.0891165574276456,0.11923814124155835,0.09052763181496569,0.10707122703962152,0.07407132373742417,0.07415341348614943,0.08219202232305284,0.05519136628900964,0.06095689430944055,0.045894041766266325
Sloan Ratio %,-0.0020974295038770235,0.0025924864495288887,0.03318084302837819,0.004594291108430081,-0.00442313769005315,-0.032161394763400075,0.012979908087545278,0.04802932119879764,0.04425214634290372,0.03442815044240789,-0.005504488334255296,0.04609235894352528,0.026280708551154337,0.030993085388631825,0.04014428854142031,0.03110792529606158,0.005054194703083604,0.006586781238989098,0.02681828052085096,0.039821111880854895,0.035748958242752385,0.016561218392889154,0.02837952656058263,-0.0018519010279757439,0.009738255346629466,0.013392963093740088,0.025618641039833863,0.02394751383690539,0.02600008561376444,0.04435178714647915,0.04110857615307835,0.05253368583335817,0.050535789777168764,0.06244288360756667,0.02148207462614092
Current Ratio,0.014165494513842497,0.01289225578633435,-0.004145116584871019,0.01100070191048433,0.01606983964388442,0.01944682010812252,0.02849805409705221,-0.00377063198263043,-0.00924428643332953,0.01979180772438723,0.017129303686766115,0.022898118129440655,-0.005481042984205265,0.010588129299053815,0.025118035297106475,-0.007968582406042375,0.031730695928849216,0.04124661264440049,-0.006409641194854229,0.00708929639885754,-0.001988893441037307,0.0018817854969740014,0.012523988717082102,0.012515737416370295,0.0006641951845199508,0.013778657087512027,-0.00942949428698769,0.010662283933784862,-0.010651406116223113,0.010982902398840321,0.005921245587331743,0.008062260270533694,-0.019291645263026822,-0.015848048299742006,0.015162983380749118
Quick Ratio,0.017016439935605216,0.01771426463733748,-0.025428256467156785,-0.03460609282668657,-0.0032619866146337273,0.001629923334106202,-0.010442424796463325,-0.02313136429693665,-0.02911040964998529,0.01555701629962929,0.0038070787541277483,-0.017534986540257744,-0.024539428840900976,-0.013508407814678946,0.00831523959118599,-0.018190090347407425,-0.020917998301873672,-0.03701703899800766,-0.012985903687208703,0.004483475182103451,-0.036963971343575194,0.004078331516723214,0.0059604268153213074,0.012736760435483371,0.009032889353721587,-0.016723075012989,-0.01814501070013609,-0.015403431771978154,-0.01622345629694756,-0.0020288873428654145,-0.006678008396445129,-0.006681300885437575,-0.017305361651592292,-0.02063879344568146,0.016086245916634198
Cash Ratio,0.08518544414786051,0.006013934209935968,0.07145023787546548,-0.0018755692329669347,0.0788888311169674,-0.00737948721305692,0.011389133495775097,-0.03379045786298862,0.05639844101452279,0.09174937114140587,0.07642163880836167,0.011289400911693673,-0.0211473888914171,-0.016884605036160363,0.007525390939196648,0.07098843864263413,-0.019554997417002538,-0.01041323768818418,-0.024436536864583146,0.004181294377928404,-0.013210742122961097,0.08100945618302033,0.07446804252979808,0.004088041889629298,0.01657924912324471,-0.014109056037294544,-0.01961485109141929,-0.0029431369420181482,0.07582773588304631,-0.002119445097895546,-0.007755498711386109,-0.0032545530058464417,0.02117227754091855,0.04664419699649142,0.06415457113300511
Interest Coverage,0.21219891202996327,0.18742723221595256,0.2183916957747934,0.22689350076110212,0.20826968253308054,0.21639051542160817,0.13694304378410468,0.14952940793856104,0.19353956496172206,0.161799659011768,0.1425990072229947,0.14377535841632053,0.1656439645835414,0.09323542876901945,0.10995213513230938,0.17119246733716229,0.07749403944392486,0.10861843469689363,0.08420062178077276,0.07451496985511707,0.11538540760733788,0.11698564530492343,0.1177691532211682,0.1513267304980997,0.13557261637988305,0.11252745575281783,0.09394534488392997,0.11169736755277396,0.11040053884032464,0.09425085828270256,0.09336628854330987,0.08999713274784134,0.16041358526936772,0.20135502727745336,0.15664438913597986
Highest Stock Price,-0.0038582485533322363,0.0012033013983678118,-0.006571486080178795,0.023288517053097594,0.00678105378346662,0.00576903439753265,0.052822584144841755,0.04608921592821257,0.02229528204352817,0.016199834456374202,0.015070843782000512,0.022018603527162926,-0.007842782587530005,0.03478618550205959,0.11477519553369767,0.024673824002747737,0.012890658976818854,0.02387458590805905,0.002117129490699876,0.030475944880688794,0.0046610296004476175,0.0014190078597511213,-0.013015621508576911,0.0833853649095161,0.13172005410135798,0.02243679796511115,0.029514458938748694,0.014824794424145795,0.029957454813940063,0.02102531132217706,0.01170150182862965,0.009335017841084547,0.023405511686116317,0.02493625581424107,0.037186416949987255
Lowest Stock Price,-0.0011463131549721184,-0.007147561382554565,-0.00902647704073074,-0.009749339461230794,0.007930921296070832,0.015729415868456668,0.01975074145477916,0.041531422282041174,0.010338618480577835,0.028245517292668925,0.016001034659163697,0.026053607487856994,0.0009081952373606872,0.035300440013297844,0.09947655351675085,0.02031448892244496,0.013254070493812277,0.01913740429274682,0.004786247215846794,0.028824907207431583,0.010188480820049346,-0.00790027301776815,-0.00976914363901149,0.035016599447012256,0.0387287920180192,0.018315023886454156,0.025916002283315767,0.017702462323101402,0.030112154728102348,0.018780832648618722,0.01844263114947411,0.026665543091867618,0.01537765766218966,0.005075024056489999,0.021272348886035835
Shares Buyback Ratio %,0.04276011082342722,0.029138245982323348,0.03460105247804411,0.016123131778505034,0.03578034853273229,0.03511079923193807,0.02812809397514804,0.03839086857853753,0.06010383704691431,0.020777729840782667,0.03774763408302997,0.04620491259590044,0.07092575158959821,0.09599893973929224,0.06832615197479724,0.022143409270287615,0.044814035308178415,0.04406466644004823,0.007255907742711135,0.014512708755159353,0.020176816552064856,0.009661376211448363,0.024184989584977078,0.030692004951293907,0.07535520692591834,0.050859113499130665,0.04140991041372983,0.1417687450461331,0.0503067162921937,0.012511994764239948,0.013936100580158364,0.018793515385480495,0.03683515783002861,0.03770543821577658,0.018084881718812153
Buyback Yield %,-0.029923472565051137,-0.03145031314224878,3.1814356703010246e-05,-0.0013448698780468304,-0.033334980070764575,-0.02951879208219411,0.018143047586513625,-0.015920943389919725,-0.002311699768497313,-0.027289640413424156,-0.03397338557172298,-0.023017830125840914,0.03960860744307325,0.05806498676032203,0.05036209126925091,-0.03313783899266559,-0.04590086636238062,-0.027412035747991944,-0.027197762006473752,0.013730404382003049,-0.02524765667669061,-0.0217494929670438,-0.020505215978191212,-0.03457126868504248,-0.03628577337423688,-0.033308569967488676,-0.015575786358984904,-0.02225492918455029,-0.03152305850752771,0.023760549380303666,0.0062745702836019684,0.006647017157583434,-0.01681133653602028,0.014354824847524974,-0.02745819050194288
YoY Rev. per Sh. Growth,-0.004602999801613959,0.011699012426513859,-0.003833674443539906,-0.010564007719754846,-0.008748591526676414,-0.0012733545373131182,0.027816539555955755,0.028715447285988602,0.04009607194935283,0.04421753264049127,0.028716547863898382,0.039045293913064105,0.03225627734388043,0.05706537243615268,0.012708699940974963,0.044409638011138924,0.03041616953131043,0.02252182047232917,0.05794395597647949,0.06369183875440007,0.05812083782889312,0.022854231965473405,0.03697932560996762,-0.005362512826192608,0.008264682280568737,0.04818507141722079,0.0326441761484434,0.0476958649463197,0.06516695193767391,0.03816123365350435,0.05837431709425875,0.06455434964599394,0.03985210050428927,0.07083550276389274,-0.011052480236798733
YoY EPS Growth,-0.02125441245160314,-0.026242166384243846,-0.04089530001725866,-0.05073778068543295,-0.029319304904207068,-0.02133959432572229,0.0050024636101232605,-0.017920839521370416,-0.011991800984652986,-0.0008447029603732613,-0.02059322949528229,0.007125003132680191,-0.0056275310191256705,-0.009159804759844965,0.00389134518681083,-0.007661650809467853,-0.01984580671924939,-0.01011603496680722,-0.0016433998148906016,0.02959498706257274,0.0033817004552719925,-0.01581039406137983,-0.012691204271108066,0.002454145647581912,0.027352410132312547,-0.007506592822640738,-0.01701348463312266,9.837257521035266e-06,-0.0007959849758390211,0.019385091812367604,0.015545934003654716,0.024738723192379766,0.01107633298687876,-0.002549274853477896,-0.006306094489688117
YoY EBITDA Growth,-0.028172767771532364,-0.03441543875843589,-0.03848155808299595,-0.05155141813101661,-0.031401145517879064,-0.021726993635321466,-0.01156400451570045,-0.02387268941880905,-0.008855753888619766,-0.005939405799335094,-0.012758881194718852,0.007930690880749608,-0.005774459001264917,-0.017775485783206094,0.00467058870227575,-0.0041328240916158575,-0.019249507027974042,-0.009310347218737806,-0.006786366881726201,0.04050673688037599,-0.0035686900669772773,-0.019053878805750595,-0.011393484230354002,0.002253814624870608,0.00650261066033368,-0.00865280036122621,-0.01216154136395137,-0.009811871696697665,0.00459192996417397,0.03677475315433142,0.024871080965579467,0.02573433242502402,0.0019338273317517929,-0.0038332727000982445,-0.0037016482088262958
5-Year EBITDA Growth Rate,0.0126226911533444,0.015321710903844064,0.025782479999806093,-0.023895541412849136,0.008807009259325637,0.0011277182957863978,0.0007830385761558476,0.04521752530759717,0.028366351787498124,0.02023315255363492,0.0069162309376667,0.03235139623986122,0.009692145692535525,0.03546361760115319,0.016383217465452935,0.0040599135009602395,0.02752404068746232,0.017008370235574864,0.017670212427830467,0.049766737361358594,0.009157363460654525,0.004951789743810563,0.014971072105566847,-0.014140708967752168,-0.013293470957115486,0.029091172773830536,0.013123410084893747,0.025027748777047554,0.029501242708131467,0.0491697026499321,0.04569410106689068,0.05329084593063611,0.01417228240198595,0.01728713592694923,0.0013015521216140523
Shares Outstanding (Basic Average),0.017109882445036577,0.00854428290826959,0.04223710094585401,0.02664168948504532,0.0230227403094942,0.015331946986856778,-0.002620602074535882,0.005741743684381897,0.028368372516872502,0.03885459142263151,0.02468190492382518,0.030582389788991582,0.026532750997104657,0.01806667983776969,0.03685074833288126,0.008221348428969561,0.0335788702737228,0.03685760918577663,0.03807328570109799,0.01732658313562966,0.04486368932520747,0.030270494763714337,0.02272339551036907,0.06665540769091481,0.058071120352337864,0.037197847583834445,0.06071467802759749,0.12729605699792473,0.055426084096381445,0.01647550712825687,0.012152378423252489,0.017675601587577687,0.014629963852936276,-0.010286959852909935,0.02367272302201724
Shares Outstanding (EOP),0.02970037349320736,0.03493017164199223,0.03220182497763435,0.031552499886947305,0.027446575010209247,0.026745181783754013,0.028098786318384795,0.03126001373202212,0.06720543838434474,0.04153604778276272,0.026646258183739877,0.013794797289525866,0.01801633850241255,0.020643577086946377,0.022372624186182237,0.06689381935837675,0.03136006704579285,0.027521132530616336,0.02091966669500661,0.006437805929634553,0.016319884049974653,0.027217055894591613,0.02760281470923086,0.08378062899572492,0.08509031735284743,0.03052449584035846,0.059580675850116616,0.08399042755109859,0.05577495818556952,0.007969858734435745,0.007507111603929086,0.015692149656215477,0.03695102992766669,0.048195758236264354,0.04737086062485546
Beta,-0.01987108620476316,-0.023707952946303824,-0.03719660730270495,-0.0051154461837853975,-0.024273509571989232,-0.015303534425557022,0.0004455179908565239,-0.04540771942421385,-0.03990465984161219,-0.012756159817837244,-0.016074077487336403,-0.0246428936752571,-0.011620213262395667,-0.004947756288806335,-0.011154182950894577,-0.042510217246547695,-0.036815005662636686,-0.03274639848928993,-0.03489852810852984,-0.035446179563134304,-0.03170295363138972,-0.020644567614359274,-0.011474981668259146,-0.013580639254076345,-0.01571001750707398,-0.03501351836727408,-0.009371412858545114,-0.034046942554935726,-0.01941160892981486,-0.017460153748825945,-0.03535255483007449,-0.0375593783403553,-0.01935845267567378,-0.04028478828351234,0.014473706589333911
Filing Date,-0.01727452214643935,-0.014847714680174309,-0.04247976730421112,-0.03598518337949586,-0.0031774441872709446,-0.023472195304334885,-0.0028328061134140904,0.017179056540284957,-0.03255322306040062,-0.06603995394004859,-0.06976945920876801,0.001429398620140041,-0.004800824203447239,0.0196857049164125,0.021505716133396045,0.02549407355213039,0.014369926842087275,0.0070888562315635575,0.0014954459075335726,-0.021055038210406003,0.003157285137246718,-0.08539524034928657,-0.07128615036295469,0.0012602934820164376,-0.002437559546658289,0.018123728136347717,0.02813680364695424,0.01744006530029048,0.0266060987600556,-0.014360816160131594,-0.011154950231958335,-0.020651073762565673,-0.06796946267757373,-0.06760533899396863,-0.03149370955353672
Restated Filing Date,-0.011738258813945647,-0.005659732365897423,-0.05088550352989546,-0.04431704585895826,0.020361858843148464,0.0017178448312802053,-0.006570457005505408,0.01709415537830701,-0.009541524874368941,-0.02635200628378448,-0.032820633403885247,0.010966864479590733,-0.00809087027585638,0.015969740434572482,0.017017470770763685,0.024931865706511177,0.019671095244322652,0.021521855575892153,0.007296568509043557,-0.026086349961383398,-0.00010935910479638317,-0.04432336806741274,-0.040300317708722326,0.017301015580407322,-0.009231654390790099,0.01731299222524355,0.03674449437943631,0.014282861987415855,0.014318208850002121,-0.012037821884814304,-0.011424802989018785,-0.01894372218952889,-0.02053075603720325,-0.024476088419110375,-0.017791125813428135
Earnings Release Date,0.15742548147315005,0.16022903076458478,0.09903204157262696,0.09723142266905907,0.15382688089988794,0.1551335362426539,0.1877466239394996,0.07857531694688094,0.09218228700450551,0.1623718709058667,0.15610369206698316,0.1691027996972568,0.0898664929780609,0.210091347949402,0.14585497098666764,0.06398690705286118,0.17263434267106265,0.18554518724293453,0.17333693007153475,0.12790351646857426,0.19102149455384007,0.14615939522053556,0.15926404363456273,0.030012040259853986,0.01953991839421207,0.2071060193540044,0.18975195727166405,0.17150934630243841,0.18972260192774082,0.103456460968563,0.1077516955813457,0.11120536130502659,0.0769660069730512,0.1671469139902182,0.1734143187369261
Number of Shareholders,-0.027040873270410062,-0.02022918502905691,0.0015315825552109324,0.030655198404183966,-0.006383884687966303,0.00025512927857416785,0.03216776876718004,0.03447841934149176,0.0347994497596751,0.004492098067936076,-0.03152533374345523,-0.0055331909324583635,0.09131799214092551,0.09751497240851091,0.08225614286081769,0.01251735992049927,0.0014648881868028609,0.008720817230791166,-0.013215717126980518,0.033673420046179584,-0.016345239994995125,-0.018581039298859854,-0.018332400171760264,0.06340447290052616,0.05420449290922949,-0.002441061581200494,-0.013798410527751919,0.06881986201125365,0.0070454586828513615,0.03629477982775052,0.04484176419125151,0.038447939633831,0.016754433517451303,0.01977931088924868,0.0024272402312029906
Number of Employees,0.031141019211720692,0.025680659409909486,0.02752887765018511,-0.016342346915432023,0.03308637181534751,0.019687228792632912,0.03610690341561201,0.010875622125563433,0.05635555586964893,0.02950957158570756,0.02048753137413086,0.03736679418093794,0.03253399820391522,0.06382931013738813,0.055081659344989285,0.01669392233676915,0.040936226524834814,0.027338944304848532,0.03651631361452992,0.019566492179375162,0.014823449214774551,0.030603430285064463,0.02515677777940134,0.027342217828271523,0.032187619751481565,0.03114224565283687,0.014456923661804202,0.017581893175812636,0.015050984111507085,0.015272687768624796,0.014996236999292149,0.010718709334923587,0.0348972968126539,0.014831448675161132,0.01096736472231669
Price (CN¥),0.037028442860747364,0.02617587305862194,0.12420672127838915,0.14470580408434933,0.034385625402556165,0.06287988904500778,0.031563454590109306,-0.006858408865167977,-0.010680349959768623,0.05394256232317828,0.031122496292705762,0.05195129318551266,0.030446010890711032,0.06431062868458573,0.008537330221466102,-0.001883601913876245,0.050149056922393194,0.06012077853012788,0.04932086183836319,0.03785364186490187,0.05733558666421162,0.04952412999392162,0.03579451055476299,0.005613924353909122,0.015068291104575724,0.06716386114916571,0.06791785134289323,0.07883397358559062,0.05820407027173813,0.048384354676824094,0.04631937857207194,0.03130168785005617,0.0034529163613296852,0.018995817170526855,-0.004826039104604846
Market Cap (CN¥ Million),-0.016264925475392364,-0.008636330494015831,0.04392438878832267,0.04094522720229197,-0.01827715746486359,-0.0129177838635698,-0.007595671468720164,0.0188907153646505,0.024775940892335306,0.030878923102724245,-0.001993728112599487,-0.009745254633750025,0.019640000273960147,0.00810809505916391,0.05010196612837145,0.014244811685709796,0.002131476818563731,-0.0005604806493620007,0.013014839087952706,0.012490373635396072,0.024234096667779776,0.020702514145389945,0.02315477698105519,0.05507192361948337,0.05916527254549322,-0.015087907651934811,-0.011056598317856074,-0.010031314993693358,-0.004853773199165014,0.02810550445368959,0.017636751027658357,0.018147729646843795,0.025257131725234028,0.021251449473765116,0.06932808985044515
Shares Outstanding (CN¥ Million),-0.008397040760744644,-0.0015152340232512341,0.05737558386278611,0.05213079042291255,-0.00463090094390341,-0.020202591250419594,-0.028472392896661973,-0.034335470733200854,-0.014319257349454148,-0.009654633157039674,-0.01396901078389451,-0.011363111226005971,0.009903224787701457,-0.0018791939184887986,-0.0006848219019792469,-0.015190968616520672,-0.022181073691645667,-0.023093888798641826,-0.011806435183901079,-0.015061171502415243,-0.007651345256838334,-0.014067205370751837,-0.017341238494121468,0.03174210355428415,0.02223093336619846,-0.01654425617290116,0.005036073831448788,0.020736868586652208,-0.0014030409784392276,-0.018146777729675902,-0.018243952992806234,-0.010420044649578467,-0.012436888121722162,-0.006962000411016793,-0.014502482493914538
