,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Stock-Based Compensation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Investment Properties, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
  Accounts Receivable,0.03321104992955339,0.002097837335486857,0.12022758803506835,0.12304946775458611,0.11111517704623586,0.06310442347041104,0.1992467994141801,0.03236437468530802,0.10518835116003228,0.029098210937059776,0.11693977378726521,0.0014569262501969741,0.002689487261844612,0.000769603933258786,0.0014297960865154238,0.051740602014385316,0.0029652744190540414,0.0008109989445185101,-0.022193801836186564,0.002171011253591224,-0.025110749611987563,0.05206109779546129,0.040531574617521215,-0.0337333042217708,0.0026304067922717465,-0.025516595870645975,0.021482962128403976,-0.008268527738040151,-0.002683928197282335,0.013918215288225656,-0.018486411500353916,-0.02460594133125655,0.03582185381515194,0.04014620383967588,0.07308835927542774,0.535865568598971,0.11481416174647883,0.0425917289575055,0.11354168011902535,0.1094529824795459,-0.0029330528531807025,0.007580738419436838,0.00418465324171906,0.034623929180040716,0.02255625518583149,-0.008105096109889933,0.02107643794087177,0.03605984660544463,0.04196246971936604,-0.03754045113513335,0.042035133130422016,0.03677113051600345,0.016012855031828234,0.050017261648745356,0.034015989939249466,-0.0037454944830057554,0.022374446280770503,0.03442636914800705,0.06143812379536894,0.009686372647363045
  Notes Receivable,0.046159615490208375,0.04369303545127255,0.016049229336507116,0.06496672645585669,-0.0037170179995227705,0.02381971741639906,-0.015458568505286983,0.0026937263216879007,-0.006925333143456492,0.036203687169627054,-0.00942849126163814,0.0686785591308956,0.043370752842338926,0.08625476752770497,0.1089800089640954,0.10010542565469562,0.001946247964990635,0.0024143248206548113,0.023754381244178537,-0.009142929309958725,0.013016388097239082,0.06142674340658916,0.06585523453134534,0.013547516319955046,0.05990591013135314,0.0184174762161602,-0.035963011337353905,0.0001833422691400778,0.0024900015702409863,-0.01982938388407192,-0.008149213503801541,0.03752046287151185,0.014568585510005195,0.0058152851698885,0.04170429793012795,0.06069787546688994,-0.01654899311978657,-0.010319187677383481,-0.015562977223891803,-0.02269943024177204,0.12381919597078812,0.008604909127128859,-0.020789460252326558,-0.05131841904985472,-0.04088276713299199,0.01401103111078561,-0.05399128916607429,0.04464171559303304,0.01329512563944024,0.02311968006830118,-0.021446826314275757,-0.04873983012114822,-0.0334458292013675,0.0748220119299638,0.008222169460217093,-0.02745920904103346,-0.0035284697861535223,-0.028297006491270305,0.005914739758932199,0.0358646035972209
  Loans Receivable,0.05849813309695725,0.037316735902832236,0.047856168451356575,0.05440944658427089,-0.005159733227049554,0.03097808966458122,-0.003031684376062494,-0.04936900593424967,-0.010771239908905746,0.009164007800179811,-0.0030354956989441396,0.05807576494028207,0.03759777848623562,0.08513000288613776,0.10840557445327219,0.08419091016268376,-0.00952636871976036,-0.0045556850615836985,0.0058898964334645355,0.021281506475772448,0.014257659387650948,0.10685455775083323,0.03985505679682869,-0.0049168981721419355,0.051924983232751486,0.006506860646220223,-0.04175859269526154,0.0001833422691400778,-0.007741674890449567,-0.03198451701788672,-0.010179408968314327,0.03688482433762046,0.014460672262593484,0.014309042114076487,0.05907234743498985,0.03878774210137391,0.051945424175018115,-0.018286443608702775,-0.019927747212877146,0.031824909169237595,0.12048540696344592,0.0035216757555149207,-0.022356874424717548,-0.06269686609567754,-0.026804407060335,0.01726299533273767,-0.04127027602639949,0.004267403587078508,-0.005371248984304729,0.013336405439057078,0.05016443999025021,0.026696331427980762,-0.014002494908435713,0.15149976912091243,0.006327141871380547,-0.015078103482277297,-0.012937014798534525,0.006330687581267589,0.01831280788030709,0.0441596745823157
  Other Current Receivables,0.10230282223567459,0.08062942667275937,0.10491911384703481,0.11389815654244737,0.06364148286033415,0.10082189442863033,0.023170052248902364,-0.010169323687129164,-0.004516994988362391,-0.026819771949823597,0.08255827883565692,0.07530007254469631,0.07926680247814526,0.07367941100894781,0.09783449823172091,0.1559745368802239,0.009333925888052604,0.009236846048654237,0.032550111781371106,0.08968852147880471,0.040647830030698696,0.062248016215005184,0.10548478415180933,0.009963609266943592,0.10252036453275162,0.02641673915710098,-0.032799375422875594,0.05904330587817657,-0.0018385750745822048,-0.009288671969190258,0.0024284264342662415,0.1315967436959235,-0.004074846424452667,0.0700072397660417,0.12598250569545308,0.1255602323541528,0.06451452796655328,0.08467375458834027,0.06119850318766211,-0.01703777996453657,0.2777929545252861,-0.011661638460029464,-0.015270642659083476,-0.05937869397878859,-0.0033362473022758173,0.021411179925649934,-0.021636498870035416,0.026917426849946736,0.00876868638382228,0.06529015040951215,-0.018384899184468208,-0.011245496018888218,-0.01414492906573835,0.2297145311932831,0.06897523451996956,-0.02299402542875302,-0.02628519167312971,0.05579432660999568,0.0688515489773369,0.08588755639469192
Total Receivables,0.0022003850577027783,0.007022178555212641,0.07567355693066152,0.0763836387859761,0.039187241451763104,0.06201993278983219,0.09033744726614601,0.02536910471519698,0.011523787925409722,0.021052794583832767,0.04092450925146771,0.0015401442857233688,0.007368317588596885,-0.0012869227088852485,-0.00901549659245043,0.13392923750181362,-0.0021664978143012504,0.008329154144029814,-0.02214670213948429,0.028048534623632125,-0.03457518561229647,0.017946258881761493,0.025719292623437084,-0.03762029112291262,0.00037903279813385465,-0.028896410120211866,0.002094959555125144,0.05222063122664566,-0.015368465908348544,0.021425146428033077,-0.03939049919578455,-0.015442662103745328,0.037394461184419324,0.02752295609382634,0.06585652020228223,0.0622516768927025,0.12162621009374236,0.05177031112866765,0.04108944281045055,0.043439908333358895,0.011817113979294313,0.009649799108381062,0.014862845467028079,0.039929904762451916,0.01178346573794178,-0.0030112189592128693,0.024395902306679606,0.025300833564390814,0.029884618183040917,-0.017499971566974918,0.03792963015308579,0.045457833291491466,0.019746677628067234,0.06858447801137753,0.05266558488713866,-0.003057612695922087,0.023941227202287103,0.03851912327139048,0.07683658942628702,0.0359257549346663
"  Inventories, Raw Materials & Components",0.0003404379485834434,-0.00042618850960506136,0.1154929071727665,0.01760216943116721,0.0007050398559847546,0.031201857132013306,0.10610377091042669,0.044285513351685735,-0.021045334126027715,-0.05944078778639474,0.006506261818639489,-0.0018340870421595977,-0.00042618850960506136,0.01916147731334945,0.0034273821895307137,0.03557379819454837,0.017343665368691554,0.010463020108688466,0.011851139726250823,0.027636237520431293,0.06105408415002841,0.017684434027034165,0.04578761968648483,0.05061597439797423,0.04155808467143766,0.00937806900611859,0.036747834303133525,0.05407779873443956,0.04802464827130917,0.021823456615126892,0.04048147948252683,-0.035116570248844924,0.023151093843113826,0.1320680010769248,-0.01144270304544046,-0.01502692084987485,0.020988432155385137,0.01814807221287186,0.021024025224963536,0.026604745531898684,0.04119803161821878,-0.010864095375342945,-0.012442687151366065,0.07614991305149217,0.05247660022251865,0.09784602417046447,0.016483237924242538,0.03807969632210414,0.03153905744757452,0.017755168540666725,-0.017264848817187758,-0.006290243691644556,-0.05189514809003237,0.019955379221796538,0.03933555875883801,-0.03135317156773434,0.03550075664186301,0.002548752491647875,-0.0044337372868918385,-0.013392188623390245
"  Inventories, Work In Process",0.10503742711734386,0.08714968289852132,0.054414284733001334,0.03576879568499131,-0.013822682270750241,0.04440859033028386,0.01701370038131933,0.018798474233630215,0.027175026230608648,0.0038374286089645246,0.019196955522262762,0.0971721701872261,0.08974256395070199,0.09210431501289013,0.11090692476954778,0.0769499594596298,0.02156793457875072,0.02041691084469503,0.016405875889989607,0.012008265614774263,0.03887918895455491,0.09339579322482389,0.11476148756590848,0.04538699749628811,0.0989098525043759,0.06720277730607001,-0.02296444168632459,0.027216146687717203,0.02684869676825186,0.009561800460808002,0.026264289676153435,0.04307843736494449,0.028504512470819254,0.07645344541955544,-0.0016743868435629503,0.016744702835071706,-0.004640375124784191,-0.015528677550927772,-0.010368533068133718,-0.008229354653494779,0.19004942155935992,0.0232496021929044,0.02035521344487382,0.023782731033586902,0.07898102783633823,0.09596137636452205,0.05710442865575309,0.06270661596090861,0.019250197407591065,0.034269982911822656,-0.01135428401222972,-0.008071369289114377,0.02460925427727992,0.07702870443857733,0.01757040970435307,-0.00023318936280591695,-0.015604703359579286,0.014496155966475053,0.017592637082960147,0.056333837803270864
"  Inventories, Inventories Adjustments",0.06674851840709517,0.06301160813514756,0.11390537965215364,0.09826146493695156,0.07869409129208584,0.06777348166166682,0.23722834104589732,0.1911585497163056,0.05244909112029668,0.01305264741157778,0.08248826275550343,0.06412273425827479,0.0719192418035342,0.07835273973596274,0.10188464932579125,0.18607392530529088,0.1242601739673551,0.11562885756566897,0.08780446574625479,0.21456071310645924,0.11883929333359189,0.13443518472560265,0.14684547918615676,0.1164594905174837,0.1246416964504863,0.09547751837308421,0.142376126818588,0.19532143222897524,0.1298430130817626,0.11089135034994084,0.12644135268285203,0.0347041194083472,0.11109490289290849,0.3547949965742767,0.12309772582152473,0.07876614599286381,0.09136228717144823,0.14419855869599454,0.08083005371094791,0.10105533630233396,0.08998307797217897,0.039111948235235894,0.03781903817781387,0.051894886608332955,0.05546816561822048,0.08566335668221585,0.08675833283312091,0.1214771788861161,0.13321573271325363,0.07370572104765727,0.07045184591376966,0.06812917812439548,0.029897605570872388,0.08821072605384782,0.1135728309843633,0.034560516132898136,0.06699699085687454,0.07622881795312836,0.05719028599459992,0.039342063766226815
"  Inventories, Finished Goods",0.02351745174780685,0.02115188643615787,0.024494467664567962,-0.0066440315565548125,0.031945890926647534,0.029026671727233513,0.09008636832253955,0.10417333272989761,0.008503718519926044,-0.017414706787760158,0.03425135728849679,0.01811275106154225,0.012036179810012574,0.019584218132702433,0.01113266700961562,0.006091016251872176,0.06387622450875435,0.06354952726324808,0.026345270635802873,0.009522086886511079,0.04679983758984921,0.042105808604749675,0.04353164715989534,0.06745887760468722,0.03231154329184016,0.03485989697668918,0.04160137277962094,0.05399657124271527,0.04770156349746057,0.04269791151405965,0.04579706556030485,0.07347306384245073,0.000569807526188907,0.06813643805600786,-0.017767838856905374,-0.006402544062709471,0.018553670671112132,0.013052660679201758,0.020627072401876376,0.02900085556793285,0.05628469609992308,0.009532588897373878,0.007535203587583023,0.058095931151661895,-0.006167640512850871,0.11446348743916313,0.010139489419393388,0.019478882903042675,0.011939487243320739,0.0481606922321341,0.02619769394971221,0.019381127520196106,-0.011240883744725172,0.04169842389943365,-0.001427616847700478,-0.01586467970292285,0.03092956721163597,-0.0004971923101662942,0.020505500851856366,-0.006531108080131581
"  Inventories, Other",0.0029475692551708937,0.005924785092140661,0.024777893546619557,0.0007476318382723399,0.05088364498753764,0.06313909855727863,0.15010478067240238,0.12130328870307905,0.013790891959438577,-0.02567800469421484,0.03676929844879972,0.010563822544174973,-0.005934852195733316,0.026252049645877948,0.03170369746689934,0.05674108580137232,0.06801678562083444,0.06182498810081152,0.035669678237499905,0.03710159288266481,0.07735628159326499,0.05057536954498104,0.0538222174471282,0.08532423456269987,0.07542956261096206,0.029486947712835825,0.041965738342628206,0.04462036577490637,0.06889001757728626,0.030668375726387705,0.06814417660833942,0.09997492516857923,0.01362853209461506,0.286810858615511,0.045683421814531944,0.007469061431622072,0.05101239380264558,0.09023071085079865,0.05357314018697221,0.04701117858125679,0.130399409520025,0.0059507157989238495,-0.0048209275092788014,0.06092871219971468,0.054757701974985126,0.13653183413006692,0.1161648354573136,0.04223464756598089,0.05020209780050507,0.06313840158132172,0.010559061343814492,0.008471777052997408,-0.007238201790734252,0.07716078929764426,0.01934159243882071,0.013363907423159453,0.0502422370122713,0.007017221098285714,0.0224813800706689,0.007108665263367762
Total Inventories,0.04553383159412426,0.04303122096550717,-0.025565663967491138,-0.02013468652840538,0.050985197950005876,0.03508853404594816,0.08415328805715001,0.07390870638293258,0.006760617078870151,0.01231498986500189,0.004603905474080323,0.03992337824833497,0.03966229308921709,0.025676299696015908,0.02582625215999799,0.10014289550717782,0.0365654135311158,0.03881019410277249,0.054002637215127984,-0.013160605160484753,0.04984217404122049,0.026986682215109546,0.03689536361761544,0.04893228057945841,0.031232777285248543,0.030308644973797514,0.060062884348309316,0.04934837531848407,0.04474533006307757,0.025009373994502728,0.032644407288923656,-0.0022779498421486464,0.007645515316569581,0.20637912920850038,0.006074958817519016,0.005368966547937334,0.014554298627970069,0.0057505162078543455,0.008202053605551459,0.018262731722114425,0.04938332756413645,0.05208539364585001,0.040226923396459766,0.0026133910724792627,-0.010038997975918902,0.03735660679517158,0.04717726281250568,0.022771843523197083,0.048993154760428655,0.07767317178711453,0.008572252632911517,0.009837968131683918,0.02750104860036823,0.005145797910466739,-0.0006517053819901884,0.01580571626216686,0.060837542898959956,0.0024798767020790553,0.023567764470541458,0.0248464067474804
Other Current Assets,0.02185643254580355,0.01337861060122418,0.03549226985332973,0.06113505422642565,0.005392206526355444,0.05290991040951749,0.17129917427103955,0.1132821170478255,0.01920883820992314,0.006174380783864333,0.044015146620148486,0.014966688827366867,0.001486491311654902,0.022346485087153818,0.029488721731816867,0.030928476358124946,0.016638996978117045,0.029276894545666357,0.021648533706181642,0.04769279429898513,0.04402398040854406,0.032127425974381035,0.05643413345741526,0.10894133256010169,0.06905757126287315,0.06547645391569654,0.08587117216061808,0.057116368410546306,0.11645629000679324,0.10153620958339825,0.11209005219964453,0.1032702737858221,0.024566641412861485,0.05656057935416791,0.047461706352263856,0.10243277752376434,0.03389729479757523,0.07456824272534224,0.10948073166518107,0.1647438382899515,0.13415084258431118,0.06835265213618846,0.04189026775236625,0.042210123947821865,0.0884626175386138,0.02826820218754751,0.07607191137276731,0.1262813881332332,0.10658370627215755,0.12848251962218643,0.07265588562276906,0.032384832780721004,0.0008361209756247079,0.1433365195051762,0.029843461467760065,0.0051404084623897775,0.009161446021471929,0.03419949441128805,0.06810957823297131,0.0005299540468640782
Total Current Assets,0.06292744490988547,0.007968949103009063,0.04880715079286051,0.04170246565956455,-0.008766364905769897,-0.017124642839362228,0.02560874405855779,0.03824364879514579,0.024071838088062996,0.025188671090193553,0.038368851139690796,0.057362699711443955,0.007968949103009063,0.019089404193521304,0.02637906906492562,0.05069525238599527,-0.00500015939082491,0.002131936139782762,-0.024836968575493328,0.0029468793762431316,-0.015277608428905937,0.03380591410461486,0.048310212458259824,0.05508153886168562,0.03035017405333482,0.05263131901812392,0.020351149495914284,0.066692342442108,0.07663308174180325,0.1055102279976145,0.05407724005752664,-0.009513265951128731,0.027956905210097537,0.030589329397444492,0.03861067026092995,0.11022374202003368,0.04567489133157705,0.03392184439119749,0.09939962327316897,0.1130200419356355,0.09746779773195761,0.08300238599742965,0.08107514348399605,0.02997439924937784,0.025960068166589616,0.007121841265501248,0.08633005022241136,0.11747348030969884,0.11943112684581812,0.04084659869570824,0.11192146634236118,0.0864477412760068,0.03127342369886569,0.13639844589128358,0.03556199390639026,0.02792075165440425,-0.011225520349286477,0.05091210034036514,0.07973229968235086,0.040479190615320945
Investments And Advances,0.08175881057226421,0.0992436414822517,0.03951964552697098,0.04256320774722051,-0.029036852819765435,0.030359751783689437,0.03736674214584836,0.0497526864534729,0.05843329378801983,-0.002642285334109173,0.02624472236277036,0.08139043543649194,0.08767347488749778,0.08191720027442685,0.15175469329301633,0.12926438361782291,0.034725348474875545,0.05116744891880984,0.05046625295833506,0.055889609295302935,0.03625731045298702,0.12300251738339125,0.20651972220646966,0.023615384963730817,0.19573920190530847,0.07837617282955683,-0.005813091846526356,0.04145608672403077,0.037984039858920224,-0.009299179540022802,0.0463065062611578,0.03832877739814136,0.05462273482848832,0.030735989538492877,0.010376185870912762,0.016070503929476065,0.01145023772601306,-0.016369380821521524,-0.012166760922277404,-0.027745145351400758,0.12383155347928217,0.07902623552638251,0.086491686975903,0.0380978026768499,0.034341006385907216,0.05889374752457535,0.09524723467321346,0.12915822648170971,0.1353619293474042,0.10213012564623543,-0.014295363608155458,-0.018058338855650703,0.045123873387377916,0.11138141556002168,0.04849811672635528,-0.020050246028472867,-0.011043332172215016,0.043331186648938334,0.03308364627408991,0.050708739843390305
