,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Total Non-Current Assets,Net Mineral Property Interests and Exploration Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
YoY Rev. per Sh. Growth,0.021270881441538134,0.009278852754287404,0.059810325316630684,-0.003431674059769566,-0.030191731513049748,0.05427699713826278,0.019796872229531786,0.029921679869896092,0.042695714278232516,0.004049972711738663,0.044440329549269075,0.056784245811189356,-0.011235077669994261,0.029386230334584148,-0.010568055434114935,0.004871450336334361,0.01790642045101037,0.02075178889922041,0.024848269995396573,0.025135246480439976,0.008534537638967424,-0.0030240014054954438,0.010968688602189712,0.024409102189000265,0.0015145070099835663,0.02301683356900429,0.013608462967013473,0.006347085141891709,0.02777769558363917,0.03609738400903967,0.026482003627324134,0.03001232925227646
YoY EPS Growth,0.00370731966581904,-0.007365223850638756,-0.04073099446881833,-0.021433176366805824,-0.042978196643316056,0.007915999450549703,-0.017178645001158947,-0.02265595077604205,0.00986372145619207,-0.022692596145935138,-0.046751385411714516,-0.017288762654503884,-0.04380691467441837,-0.00900906121499807,-0.03952479028464787,0.003400527625822917,0.017681455401811385,0.023825219642620563,0.02507057488618332,0.007211744791335637,0.004258272641319796,0.0020500793017041554,0.027392653308891953,0.023695417471155632,0.0004135009546386517,0.012577779360253198,-0.002056187754058822,-0.01348750371614002,-0.0071135216115230625,0.005129482993118895,0.005060841610577476,0.020358204021612956
YoY EBITDA Growth,0.0052697670865876935,-0.01097872992608636,-0.03907903718850943,-0.020000151682692202,-0.04107984583490335,-0.0008370629235051229,-0.03086686846983985,-0.017162841250423427,-0.008388019888021033,-0.017743967165577988,-0.04308115237047975,-0.009164589372361002,-0.018682892349820714,-0.007348894862710785,-0.035933876890228304,0.0049730661785468,0.03083697969722849,0.029369016806029054,0.042604862505776865,0.0033930363885707198,0.006124786209602222,0.005097429819890096,0.0222721157029527,0.026291410070699545,-0.008915280160715196,0.010524000453226863,-0.007911683503645867,-0.0023530209972825716,-0.00021128315032022387,-0.015331981163267252,0.01661524450912873,0.01420917587521614
5-Year EBITDA Growth Rate,-0.006018889289915353,0.0028385420618722507,0.02604700400039903,-0.02725566336772777,-0.04981338267555042,0.007172377415238934,-0.007692809664203846,-0.004272167046978832,0.002353312300337971,-0.011385297278162251,-0.0003803590834890096,0.03645505901374959,0.024411710033014334,-0.0048286629974848075,0.011515281674991617,0.029909172248514186,0.027817074807432094,0.02302460403161764,0.023836524604126594,0.029360738013207342,0.02807619179637449,0.02779715203566055,0.028726055439812905,0.021979312257808747,0.0267182608387585,-0.0006875475044353266,0.006203097011276349,9.334852558424696e-05,0.006413571397645118,-0.0028405569863778077,0.0258847447593981,0.008976711054421401
Shares Outstanding (Basic Average),0.030461313576545915,0.0718887554795955,0.026332542401875787,0.02302705723029162,-1.0364176104399846e-05,0.02164566948395469,-0.010349880357107837,-0.008486336741368495,0.01693172120926352,-0.004325353596514006,0.03680767255191319,0.03491826387433526,0.01115075511989326,0.005634127758401681,0.034889434248140505,0.015526793378449795,0.01646662632224976,0.004760220911090746,0.01693766083488224,0.015121757695417157,0.014485410377422034,0.021455457208237227,0.026026021565451318,0.021338410800948844,0.017324449841361604,0.025053984653402795,0.05082117226795233,-0.018108402883287633,0.0322225812285004,0.023017627274993888,0.016475557514954622,0.015210108167161522
Shares Outstanding (EOP),0.0072525597586198635,0.024104916189387513,0.027294471170657135,0.028779569761423675,0.0026299532863460627,0.05500964840687861,0.03626238500385136,0.027968582438295315,0.05076265954076512,0.037659373508016916,0.020408051065621137,0.021126138843852064,0.024259511233158036,0.042251512217671656,0.025289499443118757,0.043737128665070756,0.0413760833898532,0.04328402766066439,0.05194204926124088,0.04859093956844927,0.04560133820359552,0.043310688402879126,0.04997513655248996,0.0469258053388315,0.06226462959183598,0.07802634063765701,0.08358975338224371,0.021707329858656473,0.013242719486752642,0.06999994962386702,0.027128906711313225,0.05106205686274593
Beta,0.04331473666231102,0.025427977900153925,-0.031715355410777094,-0.03343411384958067,-0.007510354900429493,0.049224852574779834,0.013231669105593726,0.013669913742644804,0.01993472010723315,0.01505276211577918,0.013768771436559645,-0.034550287352626205,0.012619298890351592,0.058639410445546644,-0.017169067919320973,0.021099435743626233,0.010045209666192101,-0.005090304068793877,0.008864724690004783,0.021032001670529238,0.028014901847758376,0.020713430323560718,-0.00578479362840322,-0.003981850582029028,0.02148833756772215,0.0431819504206187,0.01689442696831263,0.016729818606663595,0.05130281289237429,0.038533956334919676,0.024552691314947098,0.05076454005161749
Filing Date,-0.07580048553433723,-0.029696725288132546,-0.07278657017041364,-0.07369660782541046,-0.05442243351397353,-0.033960974604690504,0.012055064906674963,0.01684544633601482,-0.02076400916665567,0.014005901703169,-0.04561024130160697,-0.06572618749968746,-0.05070795610915996,-0.033461543700010365,-0.058065963658431405,-0.02698104756490611,-0.01530384981517087,-0.016727424089057044,-0.01503626865674442,-0.019443904792113345,-0.01437564885068453,-0.0138871423622138,-0.01506844454057904,-0.016824092094273664,-0.012488302219134079,-0.08018728669401674,-0.08894320365492553,-0.07788525841560343,-0.09680450944774434,-0.09867537142582145,-0.019777049569860226,-0.04691890898071416
Restated Filing Date,-0.0764996673028726,-0.020728396482082457,-0.05814851800952514,-0.06509709389147379,-0.07040489097084138,-0.021994765256774705,0.010471461575027787,0.020286260846198854,-0.008634603094577224,0.01984417615412616,-0.0406767982579828,-0.06617262525956182,-0.043829715112589686,-0.03489174252661806,-0.04123304500824296,-0.019833651790444502,-0.01945835086025463,-0.02059739133938865,-0.027250604859436003,-0.020919378645154987,-0.02494113737397659,-0.023729895007814,-0.02580161762476624,-0.02501431015424,-0.01180700388735202,-0.07319102436535449,-0.0726927875487825,-0.08111492886176346,-0.09615721674627978,-0.10150822965308688,0.011212398722140058,-0.039539828604943
Earnings Release Date,0.041279857749671085,0.16184721155597487,0.10191980000430641,0.055665101195648596,0.05438764392832046,0.06982720634662196,0.08277079719604866,0.07965921792311428,0.08834493463734894,0.07378244517837901,0.0878487409826697,0.09042276398983709,0.0712889003020056,0.055131633084237734,0.08422280503669562,0.17694187156959781,0.21055903736856002,0.2045977957000595,0.17694187156959781,0.17670279314628992,0.17604630155194076,0.17457814423405213,0.20895396215604858,0.18037722142884857,0.1789534858275189,0.00953375932076456,0.042385774730736805,0.057849962815483255,0.04772895491166538,0.018940112655488374,0.21461210717302442,0.07500792180774182
Number of Shareholders,0.06500687241033942,0.05036827928130987,0.04343473970299969,0.03234079813262156,0.002729770531602539,0.021805517275057168,0.05296016764787957,0.06107894151698598,0.019254589193781278,0.05690522171238368,0.02929007215987314,0.02862417323625275,0.021702588399675298,-0.002932302336476799,0.028594871117628276,-0.015877039707654753,-0.01595091431333456,0.01822282140212494,0.02568653019691128,0.03121078361673179,0.0030789291952173295,0.019127780165056618,0.015411343992660127,0.009899401054699353,0.015941663632456804,0.040559639086190646,0.05685850980303704,0.01113279432074121,0.06459463239640682,0.07792740868118588,-0.005093588490775968,0.02541485873015544
Number of Employees,0.0017899909943497653,0.01773000334881781,-0.021719266917242037,-0.017864060386891187,0.0009936659156018863,0.05095755981000259,0.026423910274425845,0.035844719060430213,0.033954830865138966,0.008838849073730788,0.0023097262573830058,-0.011668947926569972,0.016455439644281117,0.034878741518017294,0.02548923891144878,0.040356983298684146,0.0325057040677335,0.04346831185839797,0.06054329139439959,0.06104638614596459,0.03765078263324255,0.04067365668580142,0.04001997966681326,0.04256268331739058,0.018288420243374178,0.011489116983481432,0.00709334029643339,0.006269513976070484,0.0028635042253294073,0.005172735270714412,0.03408052108435829,0.04378822304750073
Price (CN¥),0.031585333560427926,-0.005970355764658304,0.125268781470768,0.12266674078908452,0.1038946923751773,0.0029463868715959235,0.1866238459359736,0.19140163961068168,0.004058812885789083,0.1752642762901345,0.12246263178922348,0.10524555946810935,0.12671787053626124,-0.007115160071254824,0.12496767819315391,-0.0200628806467881,-0.001980860132432801,-0.003956357718052986,-0.0042626890950060265,-0.004983818623937906,-0.0034082544183717347,-0.01822362133991617,-0.002586597833764341,0.002900263524241088,-0.00040950810995890596,0.03393147218756654,0.013718434536919325,0.0415213455389288,0.044169150192800495,0.041454612104924606,0.05609142668348247,-0.0018429171041694618
Market Cap (CN¥ Million),0.004174726593626312,0.06187144695582878,0.04175223030736114,0.042506304613586676,0.01435052072690192,0.08616912223133803,0.06487999193437004,0.05865362028845113,0.05900037241205885,0.06236205668919068,0.047992801081838135,0.04685935513858973,0.04934919001067173,0.05985364289559481,0.04870607952605634,0.06680126264636076,0.08056756883558891,0.07125412486942505,0.060843362435066085,0.07025668175088208,0.06928249453826595,0.0683879527667343,0.07835340432684296,0.07592912657271589,0.07386603845725495,0.008027884833318824,0.01842689196357012,0.022897085758792825,0.013514473464331763,0.016441285507197905,-0.0014564036818903144,0.061150997352887294
Shares Outstanding (CN¥ Million),0.0298142691258757,0.04418786176602925,0.03257663293479279,0.03996406354146118,0.03631973846207328,0.006380654268024239,0.0633826342138746,0.07033863228866068,0.0011420713107116048,0.06895823856120042,0.09506649131691976,0.05085568745311951,0.03261449510411239,-0.00405555868403171,0.06039598481979461,-0.005587158024766938,-0.01856167119913601,-0.016339408001939882,-0.01775912121822359,-0.019549895199922052,-0.013452036656686081,-0.013606681012883405,-0.011504320879530908,-0.0029662795730384627,-0.01713145571816875,-0.008888016039311525,0.04336811496562459,-0.009027398660920519,0.03418346158393523,0.03165909963490626,-0.012408310915746712,0.0073527853287742905
