,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Minority Interest,0.019581892010911657,0.0019419565710054269,0.011398831744554408,0.03125949905298648,0.0037001269691030398,0.025306925143129138,0.021793463562621324,0.033888337285587815,0.022787574490038123,0.034339253190648684,0.026934454183257534,0.020380774772509786,0.014387835994066319,0.04202578287245926,0.03781654604805868,0.06419276019617881,0.014593882650326424,0.022676375068066378,0.030131364640957826,0.009765930326786491,0.03843585762012533,0.03658582525901456,0.036987839850573294,0.015159701231464569,0.026174049498583752,0.008941495391540988,0.016678159733307538,0.02069513748297896,0.0023948675364146767,0.022098964887448277,0.09899320547704044,0.015094172356283596,0.0231708958789905,0.02144925444432518,0.006538777067848219,0.005472941922089322,0.05724043704764301,0.04098050277329329,0.022735949300312138,0.015489676609239228,0.028722765649901734,0.006232123215532185,-0.010956683265473199,0.015848760290764083,0.04600099121219832,0.0534941194318187,0.05129357886047731,0.04442939845684315,0.024628919755662115,0.027017816911557944,0.06129684533324087,0.03419058726703672,0.06902945369736348,0.5038440820766064,0.03258274573574712,0.03708386859247301,0.007269695012557373,0.021110352229340084,0.046545264432201944,0.018910773489649618,0.014694993548191523
Total Equity,-0.04177114603870405,-0.03600778376449914,-0.011445209217517027,0.004661948953846347,0.058780052477521785,-0.000705961089911616,-0.003760654534843899,0.0011920690357528963,0.009152159567020295,0.01827017766004869,-0.015235112469714363,-0.04089663242959265,-0.04098684745339689,0.007347751796000341,-0.009265060068473283,0.02885064882322287,-0.0068126666354318115,-0.0068126666354318115,-0.0035941341405577656,0.03305964559652559,0.033002380863739474,-0.003533515199127017,-0.0009182532278000756,-0.008104576254164308,-0.0023158924520365956,-0.005528181998886568,0.03128389752596651,0.009058013083870213,0.07752055910349731,-0.02277159167465989,0.002961851528001002,-0.024362605709332838,-0.029668225441589844,0.03947978587935607,0.05214919737982196,0.03803338128475308,0.010336383895951876,0.03271810324597578,0.01815770891536344,0.015939956344093637,0.03873488560504121,0.01896223622632121,0.10906288697672191,-0.006100484751634547,0.000684661717058806,0.013835758527030884,-0.0027588206923481874,-0.004824906236084451,0.012339583377308207,0.006373438163126712,-0.03463062902170017,0.014973069527255894,-0.01227827957458269,0.014289668809408462,0.024575104745309485,0.043434329177963,0.009014212483012846,0.004092653444016527,0.032845322383313315,0.04132845223356671,-0.007128809614319045
Equity-to-Asset.1,0.002609534406369022,0.018138284251936924,0.021794349389418634,0.07479357253103218,0.100111659881466,0.09100370531432653,0.11320342268593447,0.004325473835141044,0.06045167247420104,0.0625784877885745,0.008391448371478736,0.0031655696684437414,0.009522841858683673,0.026462184925655118,0.06570047251878255,0.07602326366628956,0.07831043134717317,0.11132918379305387,0.12102859244929859,0.09398716386138076,0.0278826116490061,0.07938305774151685,0.1039989493896492,0.10565197352802298,0.07479030139106131,0.1470542964579282,0.1304852410075347,0.1603605632448529,0.10484250414910909,0.02874506285219181,0.08909778447032267,0.005774109519712342,-0.00807175079686719,0.03738855149422542,0.055997291674086416,0.04101754871975212,0.13885668005047377,0.07020711008378487,0.15315710165491359,0.0805334511569315,0.1279962503823498,0.11038901782761816,0.0731828766940266,0.050360893187303475,0.22264802373299875,0.25805676607230105,0.028731870322762754,0.02422870060149994,0.10886096174801202,0.0796400779662175,0.051783346273310146,0.03191216497963253,0.06667700260066549,0.07561559715499339,0.08098739238973589,0.04912250966332066,0.0037968495249830125,0.09470966309016056,0.03730434926037341,0.06651219588382426,-0.03270819100958199
Net Income From Continuing Operations,0.1083352867336736,0.2551613632808694,0.09170415399241788,0.037634662340527154,0.04415411163643739,0.12142933425470688,0.14315046078298266,0.028066165095084025,-0.020401673867817674,-0.0010464331120779843,0.09320051304979265,0.0991658939797417,0.2619796844948288,0.08573013242258959,0.01089239993229762,0.028405118256690762,0.026311514987446213,0.03486297328137806,0.040464468869354,0.02697257429469505,0.05797267264820563,0.10673119028834785,0.008948540188802655,0.014977967468170265,0.019171784487993483,-0.0067953339861405075,0.02848032034186984,0.00515679435909157,0.030437509943829953,0.05595723417382921,0.03615144129963321,-0.004972903429798231,-0.0034261589967475915,0.03260827248362833,0.044288973680631866,0.04383960474829676,0.04319984675413988,0.11388652262173202,0.11054931048611988,0.09953266813901339,0.025936976577426565,0.05100762978575992,0.05850139152649643,0.1112420738155616,0.019758118623818537,0.03218387462502088,0.14047006448728008,0.13696916661966957,0.006820407892667914,0.011767547866225646,0.09346926739002555,0.01437375918165572,-0.0030594709169247942,0.03002363531464989,0.024081191097295174,0.0005822698839964388,0.04230234122749693,0.0013319810945427281,0.028773215196874258,0.010445315768471061,0.035680697778661015
"Depreciation, Depletion and Amortization.1",0.009416485396513064,0.007950801702484248,-0.04162263774490203,-0.03311370181109589,0.029836503705188023,-0.00040008517585422365,0.010930948194309441,-0.0009345477743328157,-0.047701317199339406,-0.017355439413807027,-0.04174413131340416,0.010162646282678501,0.004295658868698703,-0.018242562552834803,-0.01909936540286524,-0.012837182542071612,0.5275402527604156,0.302831514467315,0.26822022984987054,0.08071020378952701,0.05089975433610669,-0.034599863080585214,-0.01791687231993955,-0.04160321458319254,0.04294047669100645,0.0420319372125741,0.06698405726377671,0.07472775269697267,0.001452380266304643,-0.0005695827863833763,-0.028525590191013805,-0.013988966700489634,-0.028946059122593806,0.07464021725011559,0.05840004088510654,0.027774265644298107,0.049394825750944164,-0.01729054990105422,-0.029483271724829938,-0.03102071768138811,-0.013850606553379625,0.011300566422922395,0.05564394125402932,-0.00024006744131226283,0.06516176582786994,-0.02974753417515756,-0.012777317737930078,-0.011921650213090829,-0.016575126914840456,-0.015730370766343843,0.010122315919497037,-0.020666937946136745,0.002838197183592701,-0.00993985103632127,-0.010372141550932346,-0.005478714489195799,0.006947418246274916,-0.0038618741505624236,0.001614366829830309,0.0057703896150957295,0.0223501074636841
  Change In Receivables,-0.022855354212461057,-0.021948084656745,0.06070412040163862,0.07614670960543632,0.13150060701277821,0.0712599807370497,0.00020099855729399305,-0.00012478284687744094,-0.04301601906404962,-0.003257631084525664,0.04065483972445537,-0.03429618572304937,-0.022367815851093854,-0.01105846282159572,0.05407103308367725,0.04988105842309191,0.02670261650030331,0.02985783159218737,0.032087784128916566,0.053149125648760204,0.10905512018517821,-0.0020863580382664954,0.05833648911728242,0.03934648418532969,0.04209290354022793,0.036169512027711175,0.05361535981946646,0.041901585243260396,0.027459329247007964,0.08150494738168222,0.09942190584156216,0.14300234506584422,0.2226620140458084,0.1173418036402738,0.12079900034733801,0.12079900034733801,0.09852097952473274,0.01987039008991944,-0.03436546764248765,-0.019787555407729487,0.005812390841679755,-0.01995762154163702,0.029730553994775043,0.0025570156159543537,0.008576059973143627,0.00329340022319702,0.003727569994298129,-0.0006953042354076507,-8.727250299410882e-05,-0.009567182431481155,-0.031186065175957907,-0.013125340016126402,0.051563881985543306,0.0020290629970238327,0.014002012021226706,0.0585241684651611,0.06620052694319362,0.08149513169428453,0.06293819042258976,0.013264246012348498,0.06303355000304074
  Change In Inventory,0.049388905588430454,0.041522715760465005,0.009699413368316444,0.034167872284757296,0.025898384357928645,0.03053507860075964,0.09524781682703075,0.050764633960677395,0.01819022581978573,0.0010231683937008433,0.02197823645832913,0.045897372881363654,0.04731424201478624,0.014009628425447082,0.027020609651000217,0.0841334658865236,0.011495288949942048,0.021909580101834178,0.02730606971821252,0.0439123873460275,0.08993957383331858,0.042865921072967016,0.030242345833111244,0.02511780207756572,0.10403019764899019,0.018893427831966608,0.015003418704305575,0.009403568334057047,0.08322708068742071,0.07263525693611492,0.5421723781222797,0.09452754423356585,0.09314874245145696,0.10827989484951177,0.18324154609167134,0.18670887249481316,0.06547730022075955,0.014185481061126791,0.1418423073545223,0.1390885917312512,0.13770855248926203,0.046286443641420275,0.09145892394364265,0.01452634177178639,0.18125235484162927,0.2114343881967289,0.021775591277703333,0.027864342410881066,0.026120816336031086,0.029262884290144106,0.05980384242421598,0.04583336108237261,0.02061387438178948,0.036164168076007044,0.05463622305114483,0.017106122179692585,0.03929072867128648,0.03742637985971162,0.017296023731582684,0.01512154431886945,0.035543695099957626
  Change In Prepaid Assets,0.02309865710147012,0.02899589803174369,0.07880376565966785,0.10397246431254059,0.008985377847501488,-0.010352075048549932,0.008920018154513388,-0.014572281772637271,0.08197870732775718,0.1425715139171542,0.09219667366323138,0.004271896047925813,0.022475366068989568,0.07414947175386503,0.1723125445110743,0.02944973307809676,0.03616784876956019,0.02486623049161553,0.05113091560649157,0.03963202580782081,0.08933604304770185,0.15235663732237215,0.1646180144309402,0.07333823348323591,0.07814876586015033,0.07234403177562554,0.06779161135167498,0.07201726197814282,0.03832944802348376,0.03319195627964046,0.031435856051708386,0.189749160309343,0.18933009640718218,0.07249993351524599,0.111617883913111,0.07249993351524599,0.0473767651404846,0.15202569574065736,-0.02112005328478731,-0.017743616974039325,0.02751715345805135,0.01957007789491924,0.03985698812016431,0.053996746149035185,0.1075362185591772,0.094135754581204,-0.032438110528897814,-0.02612525581250648,0.09409388832130824,0.09343654519679158,0.053145334374409145,0.20780845286132915,0.17649600242758112,0.04966556646853405,0.14327529700790886,0.07351520624794305,0.2645785849051355,0.019116023088039565,0.07210747377418741,0.010306869839930764,0.106457117124123
  Change In Payables And Accrued Expense,0.09367068044973552,-0.0031046625657255578,0.1447330288017576,0.16911331535580829,0.06303393587570164,0.048739510914360226,0.07903842891925775,0.08344566648332293,0.14719267096034516,0.19286707055837612,0.17028454735002535,0.08951997713081025,0.010899197920441818,0.1596792140960941,0.17581693296688233,0.023555518291941656,0.04562424139688573,0.051139413858170224,0.04119314929980777,0.03208151173883887,0.07526026602976708,0.15565051499499544,0.1593099455437884,0.06031959184116387,0.06688131299988251,0.07824558583713484,0.08676300090533043,0.0939073350466589,0.027257614192526262,0.034430637249854526,0.014928681044637517,0.19511749761457023,0.17215119897771317,0.8566790766008796,0.07646605227967836,0.1443850415293364,0.09076819585509355,0.22055276648642844,0.06483045524601708,-0.0035866871455037634,0.0649091262231376,0.07645309846331308,0.059259609781286256,-0.0283718499148173,-0.021289405310613622,0.018646953046139177,0.041552221526361226,-0.01862861337198512,0.07499475998164276,0.08068339424343611,0.05530533437867255,0.18091937787097156,0.19344597379565862,0.019022688433213496,0.1987500332805929,0.2146191245597821,0.21974968651422422,0.07955582153293013,0.173499294555393,0.0640805197638977,0.07636008778816347
  Change In Other Working Capital,0.036001394672683484,0.03230086288095074,-0.009628428033445343,-0.009965262559019797,0.0852091336267633,0.06331281532833638,0.02326206615695951,-0.00741363357772555,-0.028082836020917046,-0.003523839969940475,0.0022212465376552147,0.04159031527115953,0.0345290598905967,0.010379532925903438,-0.00033629702739396226,0.020383879881864377,0.02154117687137432,0.016520963985285443,0.02483800341386924,0.05475021787849947,0.12637621215173883,0.059421568207838865,0.08038322857283271,0.010160296700118202,0.019908693615062308,0.02527134526227343,0.06591500614668572,0.05707597723309598,0.143607479455009,0.07891222452568106,0.04870391157106293,0.1016315828329878,0.05027651158966512,0.14171017890538973,0.22522108413895814,0.1434377836578683,0.0752263096102687,0.10085915639439584,0.08684767347836045,0.02683275031052335,-0.004662058716605202,-0.001546234300674713,0.10899328414911967,0.030189954024162073,0.13279644867631546,-0.018464253389338936,0.02169596173455288,0.01915691634466432,0.03949434078457638,0.03721380805278157,0.028391886679895693,0.023717183611009888,0.016605693951557088,0.03639935401313507,0.13214253555246303,-0.005742484320616155,0.07358767841047215,0.15094606429820062,0.017582350322053148,0.047226032529895635,0.12580015210924267
Change In Working Capital,0.03935751504925991,0.032299734655519385,-0.0010935864787416935,-0.003639901030433857,0.09106198503542556,0.04342688120867493,-0.0038622244740369877,-0.003556557742442862,-0.020685452614690215,0.0035005858607535722,-0.004853548568508028,0.033524536640912,0.028448441274367,0.006388869657702355,0.0103798939936187,0.01174389921235217,0.011277081359786074,0.014821600446895174,0.01655603314643611,0.06613425237349976,0.11308267967944093,0.02391708787298205,0.07103144216836711,0.023140765328741753,0.03537320326617922,0.024833016483196243,0.06635142234122142,0.03301927479813151,0.1256969666134872,0.17959115395652872,0.04918053791269598,0.10281096867355717,0.03671861198060278,0.14753312443925162,0.23448042266406421,0.15752887772230084,0.0729308461751961,0.07100341947152107,0.047628499844070235,0.021660437401958863,0.003149525089345217,0.010432748979334997,0.1237375257933423,0.03151324895832168,0.05553946913339536,-0.0006692960555073359,0.025789355063297183,0.0172797834139539,0.03171682562589576,0.03873795391344893,0.027776791796220973,0.01367524924374712,0.0074156261517441535,0.04146112718487323,0.06888308315390466,0.0024909064531801173,0.06305404600620985,0.09338324897739075,0.02356027110675566,0.05944296450119923,0.0830091895704413
Deferred Tax,0.013184197108034944,0.002833773859339246,-0.029725798252969452,-0.0036494901024149073,0.1455182408550624,-0.009361572616776984,0.12121051623932441,0.056544260587137886,-0.025689997840650368,0.0769479734901489,-0.030501287331944536,0.006137088332619135,0.003053967246883528,0.03157448086341801,-0.011067803777682433,0.030146486506405924,-0.024923039222237185,-0.006498173405483358,-0.015960603829891496,0.009818193196085068,0.02960302474743265,-0.01915153810100505,-0.012576465250119077,0.012158723679653129,0.013040755507213626,0.022315190866760187,0.00871097386352785,0.025236896300256755,0.015879914047268066,0.04370156935298995,0.017126974934179678,0.00908815155662524,0.00494623851619797,0.08064764755396195,0.07909375518607438,0.06424812205810712,0.08641393743017514,0.02712584804371993,0.05443430434745476,0.05493361033267022,0.06298688897406823,0.03307613077168806,0.04383953205496911,-0.013026602363639174,0.04988092616959669,0.09099020811654833,0.026113163579585395,0.025490021674197984,0.034951884386379924,0.036742730454822674,-0.006364507382283198,0.035980794513830384,0.027321168145091126,0.045444267926341084,0.046822916570222785,-0.009655516868838959,-0.010022602380458247,0.005807623758583957,0.023876916393227338,0.016680047455266092,0.013941395143728188
Stock Based Compensation,0.025988237086766917,0.02982254881782181,0.07793397731735732,0.11346068082126551,0.01425441228640816,-0.0020134494919367162,-0.0016190045112988815,0.003961192843034515,0.07146339888172634,0.11124523331681892,0.07293977020701002,0.007438865780325795,0.031053913881977854,0.08691909736350152,0.10679871376347871,-0.02784568380351779,-0.01597186906973262,-0.01172808749171837,-0.003304137008753803,0.02656381892369921,0.03030401667573813,0.154414207834612,0.1581914327189777,0.0024564806023587276,0.0858667967488628,0.09365365795081189,0.05370147231554025,0.024238776884379906,0.04333933232590202,-0.03045241365869652,-0.011485927883052978,0.05658413757245291,0.049282829751961965,0.043371269079329255,0.01328347864166349,0.012532737345870985,-0.01561729111150426,0.16759454184827133,-0.02587864729095499,-0.012951141922180626,0.04655158851897622,0.014347360121400844,0.04669029418828219,-0.022873553452175663,0.019105094087907244,0.0790078453740427,-0.021785773702081256,-0.014013301257027107,0.03404896657914949,0.04088215350918414,-0.014498513935132983,0.11581877402355002,0.14766611780156896,0.08840095149355878,0.13377586810754472,0.08203229300213215,0.12482107768754723,-0.012831743961178536,0.08323146848429563,0.0255242234368835,-0.03847904989684287
